Metabolite,Amplitude,SD,Phase,Damping,DFreq,Noise_from_LastPts,Estimated_CRB,Workflow,Signal
MM20,7.3008E0,1.7135E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,5.7276E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM22,6.0840E0,1.4279E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,4.7730E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM27,6.0840E0,1.4279E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,4.7730E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM30,6.0840E0,1.4279E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,4.7730E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM32,6.0840E0,1.4279E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,4.7730E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM37,4.8672E0,1.1423E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,3.8184E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM39,4.8672E0,1.1423E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,3.8184E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM079,7.9092E0,1.8563E1,0.0000E0,3.0000E1,1.1523E0,3.3427E-2,6.2049E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM087,7.9092E0,1.8563E1,0.0000E0,3.0000E1,1.1523E0,3.3427E-2,6.2049E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM167,1.1799E1,2.6566E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,8.8801E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
MM181,1.2389E1,2.7894E1,0.0000E0,3.0000E1,-8.0000E0,3.3427E-2,9.3241E-1,2023-11-13_09:47:29,Rec009_Vox1_quest2
PCh,2.6927E-2,1.3040E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,4.6472E-2,2023-11-13_09:47:29,Rec016_Vox1_quest2
NAAG,6.1315E-1,1.5478E0,0.0000E0,3.0000E1,-6.3343E0,3.5637E-2,5.5157E-2,2023-11-13_09:47:29,Rec016_Vox1_quest2
NAA,3.0658E0,7.7388E0,0.0000E0,3.0000E1,-6.3343E0,3.5637E-2,2.7578E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
GPC,2.4234E-2,1.1736E0,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,4.1825E-2,2023-11-13_09:47:29,Rec016_Vox1_quest2
Tau,2.9196E0,6.0077E0,0.0000E0,3.0000E1,-7.3888E0,3.5637E-2,2.1409E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
Asp,3.9271E-2,1.1206E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,3.9934E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
PE,6.3890E-1,5.9452E0,0.0000E0,3.0000E1,-7.0331E0,3.5637E-2,2.1187E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
Lac,4.0138E0,1.0159E1,0.0000E0,3.0000E1,2.1266E0,3.5637E-2,3.6202E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
Ala,8.7026E-1,4.4427E0,0.0000E0,3.0000E1,2.1266E0,3.5637E-2,1.5832E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
Gly,3.6958E-1,9.8663E-1,0.0000E0,3.0000E1,-5.1904E0,3.5637E-2,3.5160E-2,2023-11-13_09:47:29,Rec016_Vox1_quest2
mI,1.8479E0,4.9331E0,0.0000E0,3.0000E1,-5.1904E0,3.5637E-2,1.7580E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
GABA,1.6390E0,5.6885E0,0.0000E0,3.0000E1,-5.1306E0,3.5637E-2,2.0272E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
Gln,1.7209E0,5.2552E0,0.0000E0,3.0000E1,-4.6224E0,3.5637E-2,1.8728E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
Glu,4.8893E0,6.9020E0,0.0000E0,3.0000E1,-4.6224E0,3.5637E-2,2.4596E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
Glc,8.1032E-1,5.4418E0,0.0000E0,3.0000E1,2.7238E0,3.5637E-2,1.9393E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
PCr,7.9080E-1,5.1478E0,0.0000E0,3.0000E1,-6.8693E0,3.5637E-2,1.8345E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
Cre,7.1891E-1,4.6798E0,0.0000E0,3.0000E1,-6.8693E0,3.5637E-2,1.6677E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
water1,2.1898E-1,1.2744E0,6.1170E1,3.0000E1,-2.2408E0,3.5637E-2,4.5414E-2,2023-11-13_09:47:29,Rec016_Vox1_quest2
water2,1.2226E0,2.3730E0,-1.5617E2,3.0000E1,-2.2408E0,3.5637E-2,8.4565E-2,2023-11-13_09:47:29,Rec016_Vox1_quest2
water3,6.0377E-1,1.5841E0,3.3115E1,3.0000E1,-2.2408E0,3.5637E-2,5.6453E-2,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM09,6.3473E0,1.4297E1,0.0000E0,3.0000E1,-1.8103E-1,3.5637E-2,5.0950E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM12,7.6167E0,1.7156E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,6.1139E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM14,7.6167E0,1.7156E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,6.1139E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM19,6.3473E0,1.4297E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,5.0950E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM20,7.6167E0,1.7156E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,6.1139E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM22,6.3473E0,1.4297E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,5.0950E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM27,6.3473E0,1.4297E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,5.0950E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM30,6.3473E0,1.4297E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,5.0950E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM32,6.3473E0,1.4297E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,5.0950E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM37,5.0778E0,1.1438E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,4.0760E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM39,5.0778E0,1.1438E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,4.0760E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM079,8.2515E0,1.8586E1,0.0000E0,3.0000E1,-1.8103E-1,3.5637E-2,6.6234E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM087,8.2515E0,1.8586E1,0.0000E0,3.0000E1,-1.8103E-1,3.5637E-2,6.6234E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM167,1.1650E1,2.6622E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,9.4871E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
MM181,1.2233E1,2.7953E1,0.0000E0,3.0000E1,-8.0000E0,3.5637E-2,9.9614E-1,2023-11-13_09:47:29,Rec016_Vox1_quest2
PCh,1.2435E-1,1.3470E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,4.1511E-2,2023-11-13_09:47:29,Rec014_Vox1_quest2
NAAG,8.9510E-1,1.4287E0,0.0000E0,3.0000E1,-6.2775E0,3.0816E-2,4.4028E-2,2023-11-13_09:47:29,Rec014_Vox1_quest2
NAA,4.4755E0,7.1436E0,0.0000E0,3.0000E1,-6.2775E0,3.0816E-2,2.2014E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
GPC,1.1191E-1,1.2123E0,0.0000E0,3.0000E1,-8.0000E0,3.0816E-2,3.7359E-2,2023-11-13_09:47:29,Rec014_Vox1_quest2
Tau,4.0753E0,5.9616E0,0.0000E0,3.0000E1,-5.7442E0,3.0816E-2,1.8371E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
Asp,3.4684E0,1.0723E1,0.0000E0,3.0000E1,-8.0000E0,3.0816E-2,3.3044E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
PE,1.7611E0,6.1009E0,0.0000E0,3.0000E1,-6.4160E0,3.0816E-2,1.8801E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
Lac,4.9977E0,1.0203E1,0.0000E0,3.0000E1,3.1717E0,3.0816E-2,3.1444E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
Ala,8.0546E-1,4.5077E0,0.0000E0,3.0000E1,3.1717E0,3.0816E-2,1.3891E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
Gly,6.1816E-1,9.9865E-1,0.0000E0,3.0000E1,-3.9080E0,3.0816E-2,3.0775E-2,2023-11-13_09:47:29,Rec014_Vox1_quest2
mI,3.0908E0,4.9932E0,0.0000E0,3.0000E1,-3.9080E0,3.0816E-2,1.5387E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
GABA,1.8800E0,5.6347E0,0.0000E0,3.0000E1,-6.9632E0,3.0816E-2,1.7364E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
Gln,2.6978E0,5.2516E0,0.0000E0,3.0000E1,-3.0336E0,3.0816E-2,1.6184E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
Glu,7.6529E0,7.0626E0,0.0000E0,3.0000E1,-3.0336E0,3.0816E-2,2.1764E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
Glc,1.7572E0,5.3925E0,0.0000E0,3.0000E1,-1.9423E0,3.0816E-2,1.6618E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
PCr,1.3620E0,6.2339E0,0.0000E0,3.0000E1,-7.1638E0,3.0816E-2,1.9211E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
Cre,1.5133E0,6.9265E0,0.0000E0,3.0000E1,-7.1638E0,3.0816E-2,2.1345E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
water1,1.1942E0,2.2014E0,-1.2960E2,3.0000E1,8.0000E0,3.0816E-2,6.7838E-2,2023-11-13_09:47:29,Rec014_Vox1_quest2
water2,8.1546E-1,2.3448E0,5.9968E1,3.0000E1,8.0000E0,3.0816E-2,7.2257E-2,2023-11-13_09:47:29,Rec014_Vox1_quest2
water3,1.2576E-1,1.2020E0,-1.8000E2,3.0000E1,8.0000E0,3.0816E-2,3.7041E-2,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM09,5.0876E0,1.4373E1,0.0000E0,3.0000E1,4.9254E0,3.0816E-2,4.4293E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM12,5.8443E0,1.6481E1,0.0000E0,3.0000E1,-4.6097E0,3.0816E-2,5.0788E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM14,6.0674E0,1.7166E1,0.0000E0,3.0000E1,-4.6097E0,3.0816E-2,5.2901E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM19,5.0876E0,1.4373E1,0.0000E0,3.0000E1,-4.6097E0,3.0816E-2,4.4293E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM20,4.0701E0,1.1498E1,0.0000E0,3.0000E1,-4.6097E0,3.0816E-2,3.5434E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM22,5.0876E0,1.4373E1,0.0000E0,3.0000E1,-4.6097E0,3.0816E-2,4.4293E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM27,5.0876E0,1.4373E1,0.0000E0,3.0000E1,-4.6097E0,3.0816E-2,4.4293E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM30,5.0876E0,1.4373E1,0.0000E0,3.0000E1,-4.6097E0,3.0816E-2,4.4293E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM32,5.0876E0,1.4373E1,0.0000E0,3.0000E1,-4.6097E0,3.0816E-2,4.4293E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM37,4.0701E0,1.1498E1,0.0000E0,3.0000E1,-4.6097E0,3.0816E-2,3.5434E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM39,4.4784E0,1.2507E1,0.0000E0,3.0000E1,-4.6097E0,3.0816E-2,3.8542E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM079,3.5613E0,1.0061E1,0.0000E0,3.0000E1,4.9254E0,3.0816E-2,3.1005E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM087,6.6139E0,1.8685E1,0.0000E0,3.0000E1,4.9254E0,3.0816E-2,5.7580E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM167,1.1536E1,2.6586E1,0.0000E0,3.0000E1,-8.0000E0,3.0816E-2,8.1930E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
MM181,1.2113E1,2.7916E1,0.0000E0,3.0000E1,-8.0000E0,3.0816E-2,8.6027E-1,2023-11-13_09:47:29,Rec014_Vox1_quest2
PCh,2.8211E-1,1.2655E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,3.4399E-2,2023-11-13_09:47:29,Rec020_Vox2_quest2
NAAG,6.1271E-1,1.5153E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,4.1188E-2,2023-11-13_09:47:29,Rec020_Vox2_quest2
NAA,3.0635E0,7.5764E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,2.0594E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
GPC,2.5390E-1,1.1390E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.0959E-2,2023-11-13_09:47:29,Rec020_Vox2_quest2
Tau,2.2044E0,6.3215E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,1.7183E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
Asp,2.0875E0,1.1070E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.0090E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
PE,7.9243E-1,5.0046E0,0.0000E0,3.0000E1,8.0000E0,2.7181E-2,1.3603E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
Lac,3.4302E0,1.0184E1,0.0000E0,3.0000E1,1.6324E0,2.7181E-2,2.7682E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
Ala,4.7172E-1,4.4469E0,0.0000E0,3.0000E1,1.6324E0,2.7181E-2,1.2087E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
Gly,3.6891E-1,9.9029E-1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,2.6917E-2,2023-11-13_09:47:29,Rec020_Vox2_quest2
mI,1.8445E0,4.9514E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,1.3459E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
GABA,2.2743E0,5.6088E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,1.5246E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
Gln,1.7203E0,5.2502E0,0.0000E0,3.0000E1,-5.7333E0,2.7181E-2,1.4271E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
Glu,4.9719E0,6.9515E0,0.0000E0,3.0000E1,-5.7333E0,2.7181E-2,1.8895E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
Glc,2.2348E0,5.4895E0,0.0000E0,3.0000E1,-1.9270E0,2.7181E-2,1.4921E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
PCr,9.2742E-1,5.4423E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,1.4793E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
Cre,1.0305E0,6.0470E0,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,1.6437E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
water1,4.2791E-1,8.3840E0,-1.2514E2,3.0000E1,8.0000E0,2.7181E-2,2.2789E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
water2,6.2529E-1,5.6474E0,1.1648E2,3.0000E1,8.0000E0,2.7181E-2,1.5350E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
water3,1.8165E-1,3.3139E0,-5.3349E1,3.0000E1,8.0000E0,2.7181E-2,9.0077E-2,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM09,4.0368E0,1.3547E1,0.0000E0,3.0000E1,-2.7049E0,2.7181E-2,3.6822E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM12,4.8441E0,1.6256E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,4.4186E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM14,4.6920E0,1.5763E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,4.2847E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM19,4.0368E0,1.3547E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.6822E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM20,4.8441E0,1.6256E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,4.4186E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM22,4.0368E0,1.3547E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.6822E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM27,4.0368E0,1.3547E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.6822E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM30,4.0368E0,1.3547E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.6822E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM32,4.0368E0,1.3547E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,3.6822E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM37,3.2294E0,1.0837E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,2.9457E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM39,3.2294E0,1.0837E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,2.9457E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM079,2.8258E0,9.4826E0,0.0000E0,3.0000E1,-2.7049E0,2.7181E-2,2.5775E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM087,5.2478E0,1.7611E1,0.0000E0,3.0000E1,-2.7049E0,2.7181E-2,4.7868E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM167,1.0965E1,2.6861E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,7.3012E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
MM181,1.1513E1,2.8204E1,0.0000E0,3.0000E1,-8.0000E0,2.7181E-2,7.6663E-1,2023-11-13_09:47:29,Rec020_Vox2_quest2
PCh,1.1847E-1,1.3198E0,0.0000E0,2.9430E1,-8.0000E0,0.0000E0,4.2711E-2,2023-11-13_09:47:29,Rec019_Vox1_quest2
NAAG,8.6447E-1,1.4838E0,0.0000E0,2.9430E1,-7.2793E0,3.2360E-2,4.8016E-2,2023-11-13_09:47:29,Rec019_Vox1_quest2
NAA,4.3223E0,7.4190E0,0.0000E0,2.9430E1,-7.2793E0,3.2360E-2,2.4008E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
GPC,1.0663E-1,1.1879E0,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,3.8440E-2,2023-11-13_09:47:29,Rec019_Vox1_quest2
Tau,4.3303E0,5.8799E0,0.0000E0,2.9430E1,-5.8033E0,3.2360E-2,1.9028E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
Asp,2.0017E0,1.1039E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,3.5722E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
PE,1.6464E0,5.8808E0,0.0000E0,2.9430E1,-6.4539E0,3.2360E-2,1.9030E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
Lac,4.4101E0,1.0132E1,0.0000E0,2.9430E1,1.5670E0,3.2360E-2,3.2786E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
Ala,8.1613E-1,4.4260E0,0.0000E0,2.9430E1,1.5670E0,3.2360E-2,1.4323E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
Gly,5.9429E-1,9.9290E-1,0.0000E0,2.9430E1,-5.9596E0,3.2360E-2,3.2131E-2,2023-11-13_09:47:29,Rec019_Vox1_quest2
mI,2.9715E0,4.9645E0,0.0000E0,2.9430E1,-5.9596E0,3.2360E-2,1.6065E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
GABA,1.6985E0,5.6181E0,0.0000E0,2.9430E1,-7.4679E0,3.2360E-2,1.8180E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
Gln,3.2792E0,5.1988E0,0.0000E0,2.9430E1,-5.2250E0,3.2360E-2,1.6824E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
Glu,5.5800E0,6.8576E0,0.0000E0,2.9430E1,-5.2250E0,3.2360E-2,2.2191E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
Glc,1.8633E0,5.3432E0,0.0000E0,2.9430E1,-5.4110E-1,3.2360E-2,1.7291E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
PCr,1.3551E0,6.0854E0,0.0000E0,2.9430E1,-7.8906E0,3.2360E-2,1.9693E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
Cre,1.5057E0,6.7616E0,0.0000E0,2.9430E1,-7.8906E0,3.2360E-2,2.1881E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
water1,1.3506E0,2.0414E0,-1.2354E2,2.9430E1,8.0000E0,3.2360E-2,6.6060E-2,2023-11-13_09:47:29,Rec019_Vox1_quest2
water2,1.2610E0,2.6850E0,6.0002E1,2.9430E1,8.0000E0,3.2360E-2,8.6886E-2,2023-11-13_09:47:29,Rec019_Vox1_quest2
water3,3.0821E-1,1.2124E0,-1.6716E2,2.9430E1,8.0000E0,3.2360E-2,3.9232E-2,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM09,4.9446E0,1.4069E1,0.0000E0,2.9430E1,3.2081E0,3.2360E-2,4.5527E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM12,5.9335E0,1.6883E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,5.4633E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM14,5.9335E0,1.6883E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,5.4633E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM19,4.9446E0,1.4069E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,4.5527E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM20,3.9557E0,1.1255E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,3.6422E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM22,4.9446E0,1.4069E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,4.5527E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM27,4.9446E0,1.4069E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,4.5527E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM30,4.9446E0,1.4069E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,4.5527E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM32,4.9446E0,1.4069E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,4.5527E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM37,3.9557E0,1.1255E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,3.6422E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM39,3.9557E0,1.1255E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,3.6422E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM079,5.0801E0,1.4120E1,0.0000E0,2.9430E1,3.2081E0,3.2360E-2,4.5691E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM087,6.4280E0,1.8290E1,0.0000E0,2.9430E1,3.2081E0,3.2360E-2,5.9186E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM167,9.8449E0,2.6816E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,8.6779E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
MM181,1.0337E1,2.8157E1,0.0000E0,2.9430E1,-8.0000E0,3.2360E-2,9.1118E-1,2023-11-13_09:47:29,Rec019_Vox1_quest2
PCh,1.1907E-1,1.2242E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,3.8257E-2,2023-11-13_09:47:29,Rec015_Vox1_quest2
NAAG,4.9331E-1,1.5156E0,0.0000E0,3.0000E1,-8.0000E0,3.1250E-2,4.7365E-2,2023-11-13_09:47:29,Rec015_Vox1_quest2
NAA,2.4665E0,7.5782E0,0.0000E0,3.0000E1,-8.0000E0,3.1250E-2,2.3682E-1,2023-11-13_09:47:29,Rec015_Vox1_quest2
GPC,1.3098E-1,1.3466E0,0.0000E0,3.0000E1,-8.0000E0,3.1250E-2,4.2082E-2,2023-11-13_09:47:29,Rec015_Vox1_quest2
Tau,1.9377E0,5.9571E0,0.0000E0,3.0000E1,-8.0000E0,3.1250E-2,1.8616E-1,2023-11-13_09:47:29,Rec015_Vox1_quest2
Asp,1.0020E0,1.1107E1,0.0000E0,3.0000E1,-8.0000E0,3.1250E-2,3.4710E-1,2023-11-13_09:47:29,Rec015_Vox1_quest2
PE,1.5984E-1,6.0054E0,0.0000E0,3.0000E1,-8.0000E0,3.1250E-2,1.8767E-1,2023-11-13_09:47:29,Rec015_Vox1_quest2
Lac,3.4960E0,1.0245E1,0.0000E0,3.0000E1,8.0000E0,3.1250E-2,3.2017E-1,2023-11-13_09:47:29,Rec015_Vox1_quest2
Ala,6.1291E-1,4.3653E0,0.0000E0,3.0000E1,8.0000E0,3.1250E-2,1.3642E-1,2023-11-13_09:47:29,Rec015_Vox1_quest2
Gly,6.0476E-1,1.7784E0,0.0000E0,3.0000E1,-8.0000E0,3.1250E-2,5.5576E-2,2023-11-13_09:47:29,Rec015_Vox1_quest2
mI,1.7244E0,4.9723E0,0.0000E0,3.0000E1,-8.0000E0,3.1250E-2,1.5539E-1,2023-11-13_09:47:29,Rec015_Vox1_quest2
GABA,1.8892E0,5.6062E0,0.0000E0,3.0000E1,-8.0000E0,3.1250E-2,1.7520E-1,2023-11-13_09:47:29,Rec015_Vox1_quest2
Gln,1.4136E0,5.2535E0,0.0000E0,3.0000E1,-5.5749E0,3.1250E-2,1.6418E-1,2023-11-13_09:47:29,Rec015_Vox1_quest2
Glu,3.8889E0,6.8828E0,0.0000E0,3.0000E1,-5.5749E0,3.1250E-2,2.1509E-1,2023-11-13_09:47:29,Rec015_Vox1_quest2
Glc,3.6868E-1,5.4437E0,0.0000E0,3.0000E1,-7.8928E-1,3.1250E-2,1.7012E-1,2023-11-13_09:47:29,Rec015_Vox1_quest2
PCr,4.4425E-1,4.4528E0,0.0000E0,3.0000E1,-8.0000E0,3.1250E-2,1.3915E-1,2023-11-13_09:47:29,Rec015_Vox1_quest2
